Feed_Hydrate_200,200_PRED
71.96666666666667,71.4709047651895
72.16666666666667,70.28806742820544
70.06666666666666,68.66228061070841
71.16666666666667,70.07467199803445
68.5,66.1508414769024
70.96666666666667,67.9022618105809
72.53333333333333,64.765494239519
72.96666666666667,64.72024289819787
68.93333333333334,65.98242962680627
70.06666666666666,65.72556336179224
67.33333333333334,67.73639917287976
72.46666666666667,65.84500334757789
76.0,66.67739761670231
78.96666666666667,67.13240382814114
72.43333333333334,65.834183764749
76.89999999999999,66.78254894373003
77.76666666666667,68.63658573454607
77.66666666666667,70.70630063137436
77.13333333333334,71.25346758862369
79.6,69.70067127742857
78.56666666666666,72.91269221580737
78.56666666666666,69.46918617182638
80.56666666666666,69.06992319185794
83.36666666666667,70.08688155886777
83.26666666666667,71.18075454580186
85.36666666666666,70.21133993988988
82.36666666666667,70.37534207402659
80.23333333333333,69.84288325980727
84.73333333333333,70.62532405670015
79.4,70.5797098669974
79.53333333333333,72.80038146679556
73.33333333333333,72.524533955082
83.16666666666667,72.02876163184732
83.0,73.31755651947145
81.86666666666666,72.43955889964661
81.4,73.79614349891123
79.16666666666667,73.18545906906498
80.66666666666666,73.14174387385046
78.63333333333334,72.66546625227458
77.56666666666666,72.68015371413577
78.33333333333333,73.71337995914323
77.46666666666667,73.4719230541045
78.5,72.54237822113072
78.6,73.31938714358124
73.75833333333333,71.9140153650482
75.10000000000001,72.21912448925933
77.5,70.06803923285437
76.3,69.22631732315251
72.06666666666666,69.02284956397891
73.73333333333333,70.26511156231763
72.53333333333333,67.05373031617609
71.76666666666667,68.7364082227513
70.93333333333334,68.6013068821182
75.60000000000001,66.71836912788582
74.46666666666667,66.93812433535619
76.66666666666667,66.84708621045661
73.93333333333334,68.53707506072148
67.36666666666667,68.59080087644891
71.06666666666666,67.84769937065842
77.93333333333334,68.78546503617585
75.83333333333333,66.79409354499155
77.26666666666667,65.22765137019123
73.3,64.05176990765625
76.5,65.99327644555537
76.13333333333334,69.36605145917355
69.4,66.60702159183556
71.2,70.29417002933589
75.9,72.19184937855056
76.23333333333333,68.08988601100765
76.3,69.1990501574909
73.4,71.04052249151606
78.33333333333333,73.43144230169975
80.36666666666667,71.52858974515213
78.63333333333334,73.8877407901105
76.06666666666666,75.89387581199026
74.02777777777777,73.911925294009
82.33333333333333,74.10642786369641
85.33333333333333,73.44060319147094
85.63333333333333,75.36579193242433
85.83333333333333,74.3079277218399
86.63333333333334,72.29233407622019
84.73333333333333,74.4997647111298
83.5,73.60570281805363
85.66666666666667,73.59830273596955
79.13333333333334,73.31077223671267
80.06666666666666,74.91015434192852
83.2,74.67859108858403
81.76666666666667,75.12216723918411
83.0,73.8172042586727
76.89999999999999,76.6617209751461
76.0,75.99608538198535
75.03333333333333,76.0491355995749
70.03333333333333,74.47989933403072
72.33333333333333,76.1197930873768
73.56666666666666,76.01245684808694
74.8,70.15772458751157
74.93333333333334,72.54165492053298
74.33333333333333,69.2362184333377
72.39999999999999,70.83598735330548
70.6,70.02692470797031
67.9,67.57191365255291
65.83333333333334,68.59045085428798
63.86666666666667,70.66072634273416
70.96666666666667,72.29537270484792
77.4,73.97267331118881
69.31666666666666,74.84228269097787
63.26666666666667,74.95429796109099
64.9,74.92153750944489
68.93333333333334,72.77040450113826
67.83333333333334,73.15087604819324
71.63333333333334,70.03582203646715
74.43333333333334,72.32223628615841
77.03333333333333,70.51486309512667
77.26666666666667,70.49826568797559
75.36666666666666,73.20685797961923
76.33333333333333,70.03661291397563
82.76666666666667,72.67235912164178
80.43333333333334,75.60821775213441
84.16666666666667,75.84652768262977
82.0,75.16880986378982
83.4,73.11789745233537
87.8,75.13715392982088
87.66666666666667,74.65254715200835
87.6,74.92844822623944
88.4,73.7126577524522
90.36666666666666,74.62041711097298
88.9,75.39552317026958
90.03333333333333,75.1428632708959
85.4,74.53282212815296
90.53333333333333,74.41373750220986
94.4,74.53863996282668
95.26666666666667,74.50396466682098
93.9,73.9185095884599
92.96666666666667,73.98542161795814
94.03333333333333,72.77442137676262
90.93333333333334,72.52294717881544
88.06388888888888,70.9066501345909
93.8,73.20555632413188
92.83333333333333,70.80765492717059
91.33333333333333,70.00824572574916
90.7,70.2733584750972
87.2,72.09982614378303
87.06666666666666,71.43681752674361
85.66666666666667,69.21965052391431
86.7,68.0482530757095
87.2,69.8802899181744
86.66666666666667,71.1940081783745
81.6,68.90065439226372
78.66666666666667,69.24363856959619
80.76666666666667,68.2412906180589
78.96666666666667,68.85785512090033
72.23333333333333,70.29469513260469
76.3,69.17483536441823
76.63333333333333,69.39316566952061
71.39999999999999,68.14439467167661
70.96666666666667,66.42235429107292
78.16666666666667,66.43021051321257
67.6,66.64935124993802
87.56666666666666,65.9375683644373
64.0,66.44125799546899
